frame_index,frame_name,timestamp_sec,label,source,segment_id,sample_weight,is_boundary
116,frame_000116.jpg,58.0,Cut,auto_weak,0,0.25,True
117,frame_000117.jpg,58.5,Cut,auto_weak,0,0.25,True
118,frame_000118.jpg,59.0,Cut,auto_weak,0,0.5,False
119,frame_000119.jpg,59.5,Cut,auto_weak,0,0.5,False
120,frame_000120.jpg,60.0,Cut,auto_weak,0,0.5,False
121,frame_000121.jpg,60.5,Cut,auto_weak,0,0.5,False
122,frame_000122.jpg,61.0,Cut,auto_weak,0,0.5,False
123,frame_000123.jpg,61.5,Cut,auto_weak,0,0.5,False
124,frame_000124.jpg,62.0,Cut,auto_weak,0,0.5,False
125,frame_000125.jpg,62.5,Cut,auto_weak,0,0.5,False
126,frame_000126.jpg,63.0,Cut,auto_weak,0,0.5,False
127,frame_000127.jpg,63.5,Cut,auto_weak,0,0.5,False
128,frame_000128.jpg,64.0,Cut,auto_weak,0,0.5,False
129,frame_000129.jpg,64.5,Cut,auto_weak,0,0.5,False
130,frame_000130.jpg,65.0,Cut,auto_weak,0,0.5,False
131,frame_000131.jpg,65.5,Cut,auto_weak,0,0.5,False
132,frame_000132.jpg,66.0,Cut,auto_weak,0,0.5,False
133,frame_000133.jpg,66.5,Cut,auto_weak,0,0.5,False
134,frame_000134.jpg,67.0,Cut,auto_weak,0,0.5,False
135,frame_000135.jpg,67.5,Cut,auto_weak,0,0.5,False
136,frame_000136.jpg,68.0,Cut,auto_weak,0,0.5,False
137,frame_000137.jpg,68.5,Cut,auto_weak,0,0.5,False
138,frame_000138.jpg,69.0,Cut,auto_weak,0,0.5,False
139,frame_000139.jpg,69.5,Cut,auto_weak,0,0.5,False
140,frame_000140.jpg,70.0,Cut,auto_weak,0,0.5,False
141,frame_000141.jpg,70.5,Cut,auto_weak,0,0.5,False
142,frame_000142.jpg,71.0,Cut,auto_weak,0,0.5,False
143,frame_000143.jpg,71.5,Cut,auto_weak,0,0.5,False
144,frame_000144.jpg,72.0,Cut,auto_weak,0,0.5,False
145,frame_000145.jpg,72.5,Cut,auto_weak,0,0.5,False
146,frame_000146.jpg,73.0,Cut,auto_weak,0,0.5,False
147,frame_000147.jpg,73.5,Cut,auto_weak,0,0.5,False
148,frame_000148.jpg,74.0,Cut,auto_weak,0,0.5,False
149,frame_000149.jpg,74.5,Cut,auto_weak,0,0.5,False
150,frame_000150.jpg,75.0,Cut,auto_weak,0,0.5,False
151,frame_000151.jpg,75.5,Cut,auto_weak,0,0.5,False
152,frame_000152.jpg,76.0,Cut,auto_weak,0,0.5,False
153,frame_000153.jpg,76.5,Cut,auto_weak,0,0.5,False
154,frame_000154.jpg,77.0,Cut,auto_weak,0,0.5,False
155,frame_000155.jpg,77.5,Cut,auto_weak,0,0.5,False
156,frame_000156.jpg,78.0,Cut,auto_weak,0,0.5,False
157,frame_000157.jpg,78.5,Cut,auto_weak,0,0.5,False
158,frame_000158.jpg,79.0,Cut,auto_weak,0,0.25,True
159,frame_000159.jpg,79.5,Cut,auto_weak,0,0.25,True
220,frame_000220.jpg,110.0,Season,auto_good,1,0.5,True
221,frame_000221.jpg,110.5,Season,auto_good,1,0.5,True
222,frame_000222.jpg,111.0,Season,auto_good,1,1.0,False
223,frame_000223.jpg,111.5,Season,auto_good,1,1.0,False
224,frame_000224.jpg,112.0,Season,auto_good,1,1.0,False
225,frame_000225.jpg,112.5,Season,auto_good,1,1.0,False
226,frame_000226.jpg,113.0,Season,auto_good,1,1.0,False
227,frame_000227.jpg,113.5,Season,auto_good,1,1.0,False
228,frame_000228.jpg,114.0,Season,auto_good,1,1.0,False
229,frame_000229.jpg,114.5,Season,auto_good,1,1.0,False
230,frame_000230.jpg,115.0,Season,auto_good,1,1.0,False
231,frame_000231.jpg,115.5,Season,auto_good,1,1.0,False
232,frame_000232.jpg,116.0,Season,auto_good,1,1.0,False
233,frame_000233.jpg,116.5,Season,auto_good,1,1.0,False
234,frame_000234.jpg,117.0,Season,auto_good,1,1.0,False
235,frame_000235.jpg,117.5,Season,auto_good,1,1.0,False
236,frame_000236.jpg,118.0,Season,auto_good,1,1.0,False
237,frame_000237.jpg,118.5,Season,auto_good,1,1.0,False
