frame_index,frame_name,timestamp_sec,label,source,segment_id,sample_weight,is_boundary
10,frame_000010.jpg,5.0,Prep,reviewed,0,0.5,True
11,frame_000011.jpg,5.5,Prep,reviewed,0,0.5,True
12,frame_000012.jpg,6.0,Prep,reviewed,0,1.0,False
13,frame_000013.jpg,6.5,Prep,reviewed,0,1.0,False
14,frame_000014.jpg,7.0,Prep,reviewed,0,1.0,False
15,frame_000015.jpg,7.5,Prep,reviewed,0,1.0,False
16,frame_000016.jpg,8.0,Prep,reviewed,0,1.0,False
17,frame_000017.jpg,8.5,Prep,reviewed,0,1.0,False
18,frame_000018.jpg,9.0,Prep,reviewed,0,1.0,False
19,frame_000019.jpg,9.5,Prep,reviewed,0,1.0,False
20,frame_000020.jpg,10.0,Prep,reviewed,0,1.0,False
21,frame_000021.jpg,10.5,Prep,reviewed,0,1.0,False
22,frame_000022.jpg,11.0,Prep,reviewed,0,1.0,False
23,frame_000023.jpg,11.5,Prep,reviewed,0,1.0,False
24,frame_000024.jpg,12.0,Prep,reviewed,0,1.0,False
25,frame_000025.jpg,12.5,Prep,reviewed,0,1.0,False
26,frame_000026.jpg,13.0,Prep,reviewed,0,1.0,False
27,frame_000027.jpg,13.5,Prep,reviewed,0,1.0,False
28,frame_000028.jpg,14.0,Prep,reviewed,0,1.0,False
29,frame_000029.jpg,14.5,Prep,reviewed,0,1.0,False
30,frame_000030.jpg,15.0,Prep,reviewed,0,1.0,False
31,frame_000031.jpg,15.5,Prep,reviewed,0,1.0,False
32,frame_000032.jpg,16.0,Prep,reviewed,0,1.0,False
33,frame_000033.jpg,16.5,Prep,reviewed,0,1.0,False
34,frame_000034.jpg,17.0,Prep,reviewed,0,1.0,False
35,frame_000035.jpg,17.5,Prep,reviewed,0,1.0,False
36,frame_000036.jpg,18.0,Prep,reviewed,0,1.0,False
37,frame_000037.jpg,18.5,Prep,reviewed,0,1.0,False
38,frame_000038.jpg,19.0,Prep,reviewed,0,1.0,False
39,frame_000039.jpg,19.5,Prep,reviewed,0,1.0,False
40,frame_000040.jpg,20.0,Prep,reviewed,0,1.0,False
41,frame_000041.jpg,20.5,Prep,reviewed,0,1.0,False
42,frame_000042.jpg,21.0,Prep,reviewed,0,1.0,False
43,frame_000043.jpg,21.5,Prep,reviewed,0,1.0,False
44,frame_000044.jpg,22.0,Prep,reviewed,0,0.5,True
45,frame_000045.jpg,22.5,Prep,reviewed,0,0.5,True
78,frame_000078.jpg,39.0,Prep,auto_weak,1,0.25,True
79,frame_000079.jpg,39.5,Prep,auto_weak,1,0.25,True
80,frame_000080.jpg,40.0,Prep,auto_weak,1,0.5,False
81,frame_000081.jpg,40.5,Prep,auto_weak,1,0.5,False
82,frame_000082.jpg,41.0,Prep,auto_weak,1,0.5,False
83,frame_000083.jpg,41.5,Prep,auto_weak,1,0.5,False
84,frame_000084.jpg,42.0,Prep,auto_weak,1,0.5,False
85,frame_000085.jpg,42.5,Prep,auto_weak,1,0.5,False
86,frame_000086.jpg,43.0,Prep,auto_weak,1,0.5,False
87,frame_000087.jpg,43.5,Prep,auto_weak,1,0.5,False
88,frame_000088.jpg,44.0,Prep,auto_weak,1,0.5,False
89,frame_000089.jpg,44.5,Prep,auto_weak,1,0.5,False
90,frame_000090.jpg,45.0,Prep,auto_weak,1,0.5,False
91,frame_000091.jpg,45.5,Prep,auto_weak,1,0.5,False
92,frame_000092.jpg,46.0,Prep,auto_weak,1,0.5,False
93,frame_000093.jpg,46.5,Prep,auto_weak,1,0.5,False
94,frame_000094.jpg,47.0,Prep,auto_weak,1,0.5,False
95,frame_000095.jpg,47.5,Prep,auto_weak,1,0.5,False
96,frame_000096.jpg,48.0,Prep,auto_weak,1,0.5,False
97,frame_000097.jpg,48.5,Prep,auto_weak,1,0.5,False
98,frame_000098.jpg,49.0,Prep,auto_weak,1,0.5,False
99,frame_000099.jpg,49.5,Prep,auto_weak,1,0.5,False
100,frame_000100.jpg,50.0,Prep,auto_weak,1,0.5,False
101,frame_000101.jpg,50.5,Prep,auto_weak,1,0.5,False
102,frame_000102.jpg,51.0,Prep,auto_weak,1,0.5,False
103,frame_000103.jpg,51.5,Prep,auto_weak,1,0.5,False
104,frame_000104.jpg,52.0,Prep,auto_weak,1,0.5,False
105,frame_000105.jpg,52.5,Prep,auto_weak,1,0.5,False
106,frame_000106.jpg,53.0,Prep,auto_weak,1,0.5,False
107,frame_000107.jpg,53.5,Prep,auto_weak,1,0.5,False
108,frame_000108.jpg,54.0,Prep,auto_weak,1,0.5,False
109,frame_000109.jpg,54.5,Prep,auto_weak,1,0.5,False
110,frame_000110.jpg,55.0,Prep,auto_weak,1,0.5,False
111,frame_000111.jpg,55.5,Prep,auto_weak,1,0.5,False
112,frame_000112.jpg,56.0,Prep,auto_weak,1,0.5,False
113,frame_000113.jpg,56.5,Prep,auto_weak,1,0.5,False
114,frame_000114.jpg,57.0,Prep,auto_weak,1,0.5,False
115,frame_000115.jpg,57.5,Prep,auto_weak,1,0.5,False
116,frame_000116.jpg,58.0,Prep,auto_weak,1,0.5,False
117,frame_000117.jpg,58.5,Prep,auto_weak,1,0.5,False
118,frame_000118.jpg,59.0,Prep,auto_weak,1,0.25,True
119,frame_000119.jpg,59.5,Prep,auto_weak,1,0.25,True
120,frame_000120.jpg,60.0,Mix,auto_weak,2,0.25,True
121,frame_000121.jpg,60.5,Mix,auto_weak,2,0.25,True
122,frame_000122.jpg,61.0,Mix,auto_weak,2,0.5,False
123,frame_000123.jpg,61.5,Mix,auto_weak,2,0.5,False
124,frame_000124.jpg,62.0,Mix,auto_weak,2,0.5,False
125,frame_000125.jpg,62.5,Mix,auto_weak,2,0.5,False
126,frame_000126.jpg,63.0,Mix,auto_weak,2,0.5,False
127,frame_000127.jpg,63.5,Mix,auto_weak,2,0.5,False
128,frame_000128.jpg,64.0,Mix,auto_weak,2,0.5,False
129,frame_000129.jpg,64.5,Mix,auto_weak,2,0.5,False
130,frame_000130.jpg,65.0,Mix,auto_weak,2,0.5,False
131,frame_000131.jpg,65.5,Mix,auto_weak,2,0.5,False
132,frame_000132.jpg,66.0,Mix,auto_weak,2,0.5,False
133,frame_000133.jpg,66.5,Mix,auto_weak,2,0.5,False
134,frame_000134.jpg,67.0,Mix,auto_weak,2,0.5,False
135,frame_000135.jpg,67.5,Mix,auto_weak,2,0.5,False
136,frame_000136.jpg,68.0,Mix,auto_weak,2,0.5,False
137,frame_000137.jpg,68.5,Mix,auto_weak,2,0.5,False
138,frame_000138.jpg,69.0,Mix,auto_weak,2,0.25,True
139,frame_000139.jpg,69.5,Mix,auto_weak,2,0.25,True
154,frame_000154.jpg,77.0,Prep,auto_good,3,0.5,True
155,frame_000155.jpg,77.5,Prep,auto_good,3,0.5,True
156,frame_000156.jpg,78.0,Prep,auto_good,3,1.0,False
157,frame_000157.jpg,78.5,Prep,auto_good,3,1.0,False
158,frame_000158.jpg,79.0,Prep,auto_good,3,1.0,False
159,frame_000159.jpg,79.5,Prep,auto_good,3,1.0,False
