frame_index,frame_name,timestamp_sec,label,source,segment_id,sample_weight,is_boundary
50,frame_000050.jpg,25.0,Prep,auto_good,0,0.5,True
51,frame_000051.jpg,25.5,Prep,auto_good,0,0.5,True
52,frame_000052.jpg,26.0,Prep,auto_good,0,1.0,False
53,frame_000053.jpg,26.5,Prep,auto_good,0,1.0,False
54,frame_000054.jpg,27.0,Prep,auto_good,0,0.5,True
55,frame_000055.jpg,27.5,Prep,auto_good,0,0.5,True
68,frame_000068.jpg,34.0,Mix,auto_good,1,0.5,True
69,frame_000069.jpg,34.5,Mix,auto_good,1,0.5,True
70,frame_000070.jpg,35.0,Mix,auto_good,1,0.5,True
71,frame_000071.jpg,35.5,Mix,auto_good,1,0.5,True
74,frame_000074.jpg,37.0,Mix,auto_good,2,0.5,True
75,frame_000075.jpg,37.5,Mix,auto_good,2,0.5,True
76,frame_000076.jpg,38.0,Mix,auto_good,2,1.0,False
77,frame_000077.jpg,38.5,Mix,auto_good,2,1.0,False
78,frame_000078.jpg,39.0,Mix,auto_good,2,0.5,True
79,frame_000079.jpg,39.5,Mix,auto_good,2,0.5,True
100,frame_000100.jpg,50.0,Prep,reviewed,3,0.5,True
101,frame_000101.jpg,50.5,Prep,reviewed,3,0.5,True
102,frame_000102.jpg,51.0,Prep,reviewed,3,1.0,False
103,frame_000103.jpg,51.5,Prep,reviewed,3,1.0,False
104,frame_000104.jpg,52.0,Prep,reviewed,3,1.0,False
105,frame_000105.jpg,52.5,Prep,reviewed,3,1.0,False
106,frame_000106.jpg,53.0,Prep,reviewed,3,1.0,False
107,frame_000107.jpg,53.5,Prep,reviewed,3,1.0,False
108,frame_000108.jpg,54.0,Prep,reviewed,3,1.0,False
109,frame_000109.jpg,54.5,Prep,reviewed,3,1.0,False
110,frame_000110.jpg,55.0,Prep,reviewed,3,1.0,False
111,frame_000111.jpg,55.5,Prep,reviewed,3,1.0,False
112,frame_000112.jpg,56.0,Prep,reviewed,3,1.0,False
113,frame_000113.jpg,56.5,Prep,reviewed,3,1.0,False
114,frame_000114.jpg,57.0,Prep,reviewed,3,1.0,False
115,frame_000115.jpg,57.5,Prep,reviewed,3,1.0,False
116,frame_000116.jpg,58.0,Prep,reviewed,3,1.0,False
117,frame_000117.jpg,58.5,Prep,reviewed,3,1.0,False
118,frame_000118.jpg,59.0,Prep,reviewed,3,1.0,False
119,frame_000119.jpg,59.5,Prep,reviewed,3,1.0,False
120,frame_000120.jpg,60.0,Prep,reviewed,3,0.5,True
121,frame_000121.jpg,60.5,Prep,reviewed,3,0.5,True
134,frame_000134.jpg,67.0,Idle,auto_weak,4,0.25,True
135,frame_000135.jpg,67.5,Idle,auto_weak,4,0.25,True
136,frame_000136.jpg,68.0,Idle,auto_weak,4,0.5,False
137,frame_000137.jpg,68.5,Idle,auto_weak,4,0.5,False
138,frame_000138.jpg,69.0,Idle,auto_weak,4,0.25,True
139,frame_000139.jpg,69.5,Idle,auto_weak,4,0.25,True
146,frame_000146.jpg,73.0,Mix,auto_good,5,0.5,True
147,frame_000147.jpg,73.5,Mix,auto_good,5,0.5,True
148,frame_000148.jpg,74.0,Mix,auto_good,5,1.0,False
149,frame_000149.jpg,74.5,Mix,auto_good,5,1.0,False
150,frame_000150.jpg,75.0,Mix,auto_good,5,1.0,False
151,frame_000151.jpg,75.5,Mix,auto_good,5,1.0,False
152,frame_000152.jpg,76.0,Mix,auto_good,5,1.0,False
153,frame_000153.jpg,76.5,Mix,auto_good,5,1.0,False
154,frame_000154.jpg,77.0,Mix,auto_good,5,1.0,False
155,frame_000155.jpg,77.5,Mix,auto_good,5,1.0,False
156,frame_000156.jpg,78.0,Mix,auto_good,5,1.0,False
