frame_index,frame_name,timestamp_sec,label,source,segment_id,sample_weight,is_boundary
110,frame_000110.jpg,55.0,Season,auto_good,0,0.5,True
111,frame_000111.jpg,55.5,Season,auto_good,0,0.5,True
112,frame_000112.jpg,56.0,Season,auto_good,0,1.0,False
113,frame_000113.jpg,56.5,Season,auto_good,0,1.0,False
114,frame_000114.jpg,57.0,Season,auto_good,0,1.0,False
115,frame_000115.jpg,57.5,Season,auto_good,0,1.0,False
116,frame_000116.jpg,58.0,Season,auto_good,0,1.0,False
117,frame_000117.jpg,58.5,Season,auto_good,0,1.0,False
118,frame_000118.jpg,59.0,Season,auto_good,0,1.0,False
119,frame_000119.jpg,59.5,Season,auto_good,0,1.0,False
120,frame_000120.jpg,60.0,Season,auto_good,0,1.0,False
121,frame_000121.jpg,60.5,Season,auto_good,0,1.0,False
122,frame_000122.jpg,61.0,Season,auto_good,0,1.0,False
123,frame_000123.jpg,61.5,Season,auto_good,0,1.0,False
124,frame_000124.jpg,62.0,Season,auto_good,0,1.0,False
125,frame_000125.jpg,62.5,Season,auto_good,0,1.0,False
126,frame_000126.jpg,63.0,Season,auto_good,0,1.0,False
127,frame_000127.jpg,63.5,Season,auto_good,0,1.0,False
128,frame_000128.jpg,64.0,Season,auto_good,0,1.0,False
129,frame_000129.jpg,64.5,Season,auto_good,0,1.0,False
130,frame_000130.jpg,65.0,Season,auto_good,0,1.0,False
131,frame_000131.jpg,65.5,Season,auto_good,0,1.0,False
132,frame_000132.jpg,66.0,Season,auto_good,0,1.0,False
133,frame_000133.jpg,66.5,Season,auto_good,0,1.0,False
134,frame_000134.jpg,67.0,Season,auto_good,0,1.0,False
135,frame_000135.jpg,67.5,Season,auto_good,0,1.0,False
136,frame_000136.jpg,68.0,Season,auto_good,0,1.0,False
137,frame_000137.jpg,68.5,Season,auto_good,0,1.0,False
138,frame_000138.jpg,69.0,Season,auto_good,0,1.0,False
139,frame_000139.jpg,69.5,Season,auto_good,0,1.0,False
140,frame_000140.jpg,70.0,Season,auto_good,0,1.0,False
141,frame_000141.jpg,70.5,Season,auto_good,0,1.0,False
142,frame_000142.jpg,71.0,Season,auto_good,0,1.0,False
143,frame_000143.jpg,71.5,Season,auto_good,0,1.0,False
144,frame_000144.jpg,72.0,Season,auto_good,0,1.0,False
145,frame_000145.jpg,72.5,Season,auto_good,0,1.0,False
146,frame_000146.jpg,73.0,Season,auto_good,0,1.0,False
147,frame_000147.jpg,73.5,Season,auto_good,0,1.0,False
148,frame_000148.jpg,74.0,Season,auto_good,0,1.0,False
149,frame_000149.jpg,74.5,Season,auto_good,0,1.0,False
150,frame_000150.jpg,75.0,Season,auto_good,0,1.0,False
151,frame_000151.jpg,75.5,Season,auto_good,0,1.0,False
152,frame_000152.jpg,76.0,Season,auto_good,0,1.0,False
153,frame_000153.jpg,76.5,Season,auto_good,0,1.0,False
154,frame_000154.jpg,77.0,Season,auto_good,0,1.0,False
155,frame_000155.jpg,77.5,Season,auto_good,0,1.0,False
156,frame_000156.jpg,78.0,Season,auto_good,0,1.0,False
157,frame_000157.jpg,78.5,Season,auto_good,0,1.0,False
158,frame_000158.jpg,79.0,Season,auto_good,0,1.0,False
159,frame_000159.jpg,79.5,Season,auto_good,0,1.0,False
160,frame_000160.jpg,80.0,Season,auto_good,0,0.5,True
161,frame_000161.jpg,80.5,Season,auto_good,0,0.5,True
166,frame_000166.jpg,83.0,Cut,auto_weak,1,0.25,True
167,frame_000167.jpg,83.5,Cut,auto_weak,1,0.25,True
168,frame_000168.jpg,84.0,Cut,auto_weak,1,0.5,False
169,frame_000169.jpg,84.5,Cut,auto_weak,1,0.5,False
170,frame_000170.jpg,85.0,Cut,auto_weak,1,0.5,False
171,frame_000171.jpg,85.5,Cut,auto_weak,1,0.5,False
172,frame_000172.jpg,86.0,Cut,auto_weak,1,0.5,False
173,frame_000173.jpg,86.5,Cut,auto_weak,1,0.5,False
174,frame_000174.jpg,87.0,Cut,auto_weak,1,0.5,False
175,frame_000175.jpg,87.5,Cut,auto_weak,1,0.5,False
176,frame_000176.jpg,88.0,Cut,auto_weak,1,0.5,False
177,frame_000177.jpg,88.5,Cut,auto_weak,1,0.5,False
178,frame_000178.jpg,89.0,Cut,auto_weak,1,0.25,True
179,frame_000179.jpg,89.5,Cut,auto_weak,1,0.25,True
182,frame_000182.jpg,91.0,Cook-Heat,auto_good,2,0.5,True
183,frame_000183.jpg,91.5,Cook-Heat,auto_good,2,0.5,True
184,frame_000184.jpg,92.0,Cook-Heat,auto_good,2,1.0,False
185,frame_000185.jpg,92.5,Cook-Heat,auto_good,2,1.0,False
186,frame_000186.jpg,93.0,Cook-Heat,auto_good,2,1.0,False
187,frame_000187.jpg,93.5,Cook-Heat,auto_good,2,1.0,False
188,frame_000188.jpg,94.0,Cook-Heat,auto_good,2,1.0,False
189,frame_000189.jpg,94.5,Cook-Heat,auto_good,2,1.0,False
190,frame_000190.jpg,95.0,Cook-Heat,auto_good,2,1.0,False
191,frame_000191.jpg,95.5,Cook-Heat,auto_good,2,1.0,False
192,frame_000192.jpg,96.0,Cook-Heat,auto_good,2,1.0,False
193,frame_000193.jpg,96.5,Cook-Heat,auto_good,2,1.0,False
194,frame_000194.jpg,97.0,Cook-Heat,auto_good,2,1.0,False
195,frame_000195.jpg,97.5,Cook-Heat,auto_good,2,1.0,False
196,frame_000196.jpg,98.0,Cook-Heat,auto_good,2,1.0,False
197,frame_000197.jpg,98.5,Cook-Heat,auto_good,2,1.0,False
198,frame_000198.jpg,99.0,Cook-Heat,auto_good,2,1.0,False
199,frame_000199.jpg,99.5,Cook-Heat,auto_good,2,1.0,False
200,frame_000200.jpg,100.0,Cook-Heat,auto_good,2,1.0,False
201,frame_000201.jpg,100.5,Cook-Heat,auto_good,2,1.0,False
202,frame_000202.jpg,101.0,Cook-Heat,auto_good,2,1.0,False
203,frame_000203.jpg,101.5,Cook-Heat,auto_good,2,1.0,False
204,frame_000204.jpg,102.0,Cook-Heat,auto_good,2,1.0,False
205,frame_000205.jpg,102.5,Cook-Heat,auto_good,2,1.0,False
206,frame_000206.jpg,103.0,Cook-Heat,auto_good,2,1.0,False
207,frame_000207.jpg,103.5,Cook-Heat,auto_good,2,1.0,False
208,frame_000208.jpg,104.0,Cook-Heat,auto_good,2,1.0,False
209,frame_000209.jpg,104.5,Cook-Heat,auto_good,2,1.0,False
210,frame_000210.jpg,105.0,Cook-Heat,auto_good,2,1.0,False
211,frame_000211.jpg,105.5,Cook-Heat,auto_good,2,1.0,False
212,frame_000212.jpg,106.0,Cook-Heat,auto_good,2,1.0,False
213,frame_000213.jpg,106.5,Cook-Heat,auto_good,2,1.0,False
214,frame_000214.jpg,107.0,Cook-Heat,auto_good,2,0.5,True
215,frame_000215.jpg,107.5,Cook-Heat,auto_good,2,0.5,True
222,frame_000222.jpg,111.0,Cook-Heat,auto_good,3,0.5,True
223,frame_000223.jpg,111.5,Cook-Heat,auto_good,3,0.5,True
224,frame_000224.jpg,112.0,Cook-Heat,auto_good,3,1.0,False
225,frame_000225.jpg,112.5,Cook-Heat,auto_good,3,1.0,False
226,frame_000226.jpg,113.0,Cook-Heat,auto_good,3,1.0,False
227,frame_000227.jpg,113.5,Cook-Heat,auto_good,3,1.0,False
228,frame_000228.jpg,114.0,Cook-Heat,auto_good,3,1.0,False
229,frame_000229.jpg,114.5,Cook-Heat,auto_good,3,1.0,False
230,frame_000230.jpg,115.0,Cook-Heat,auto_good,3,1.0,False
231,frame_000231.jpg,115.5,Cook-Heat,auto_good,3,1.0,False
232,frame_000232.jpg,116.0,Cook-Heat,auto_good,3,1.0,False
